name                ,dob       ,visit_date,date      ,theft_date
Jose Goldman        ,15/10/1992,2016-08-21,2016-08-21,
Darrell Wilson      ,19/01/1993,2016-08-21,2016-08-21,
Donald Hammond      ,15/03/1993,2016-08-21,2016-08-21,
William Rasmussen   ,17/03/1993,2016-08-21,2016-08-21,
Robert Shepherd     ,30/03/1993,2016-08-21,2016-08-21,
Geraldine Arreola   ,27/05/1993,2016-08-21,2016-08-21,
Patricia Whitley    ,08/06/1993,2016-08-21,2016-08-21,
Frances Bateman     ,06/05/1992,2016-08-21,2016-08-21,
Robert Haine        ,14/07/1995,2016-08-21,2016-08-21,
Barbara Mchale      ,19/12/1994,2016-08-21,2016-08-21,
Carl Dowling        ,09/01/1995,2016-08-21,2016-08-21,
Helen Coleman       ,09/02/1996,2016-08-21,2016-08-21,
Robert Ewing        ,09/02/1996,2016-08-21,2016-08-21,
Samantha Vazquez    ,19/02/1996,2016-08-21,2016-08-21,
Blanch Graven       ,26/02/1996,2016-08-21,2016-08-21,
Arthur Wall         ,29/02/1996,2016-08-21,2016-08-21,
Toby Baker          ,29/02/1996,2016-08-21,2016-08-21,
Krystal Curtis      ,01/03/1996,2016-08-21,2016-08-21,
Haley Fundora       ,02/03/1996,2016-08-21,2016-08-21,
Kimberly Barksdale  ,05/03/1996,2016-08-21,2016-08-21,
Donna Hull          ,08/03/1996,2016-08-21,2016-08-21,
Linda Gomez         ,08/03/1996,2016-08-21,2016-08-21,
Cynthia Barrier     ,10/03/1996,2016-08-21,2016-08-21,
Erma Lopez          ,15/03/1996,2016-08-21,2016-08-21,
Adam Johnson        ,11/04/1996,2016-08-21,2016-08-21,
Sharleen Johnson    ,17/04/1996,2016-08-21,2016-08-21,
Elizabeth Perry     ,23/04/1996,2016-08-21,2016-08-21,
Holly Walker        ,25/04/1996,2016-08-21,2016-08-21,
Joseph Smith        ,25/04/1996,2016-08-21,2016-08-21,
Henry Torres        ,02/05/1996,2016-08-21,2016-08-21,
George Walters      ,04/05/1996,2016-08-21,2016-08-21,
Betty Young         ,15/05/1996,2016-08-21,2016-08-21,
Cynthia Dominquez   ,16/05/1996,2016-08-21,2016-08-21,
Roger Ballance      ,16/05/1996,2016-08-21,2016-08-21,
John Davis          ,05/02/1996,2016-08-21,2016-08-21,
Tristan Chen        ,01/02/1996,2016-08-21,2016-08-21,
Frances Schiavone   ,26/01/1996,2016-08-21,2016-08-21,
Steven Woodlin      ,25/01/1996,2016-08-21,2016-08-21,
Lisa Abbott         ,25/01/1995,2016-08-21,2016-08-21,
Adrian Whapham      ,11/03/1995,2016-08-21,2016-08-21,
Nathaniel Irving    ,18/04/1995,2016-08-21,2016-08-21,
Walter Chesnutt     ,24/05/1995,2016-08-21,2016-08-21,
Thomas Roberts      ,25/05/1995,2016-08-21,2016-08-21,
Anita Ullrich       ,16/06/1995,2016-08-21,2016-08-21,
Willie Gould        ,10/07/1995,2016-08-21,2016-08-21,
Adrienne Ruck       ,13/07/1995,2016-08-21,2016-08-21,
Darlene Cunha       ,06/10/1995,2016-08-21,2016-08-21,
Thaddeus Diaz       ,09/10/1995,2016-08-21,2016-08-21,
Virginia Blackmon   ,15/10/1995,2016-08-21,2016-08-21,
Maurice Dyer        ,06/01/1995,2016-08-21,2016-08-21,
Lynn Bernhart       ,13/11/1995,2016-08-21,2016-08-21,
Betty Kessler       ,17/11/1995,2016-08-21,2016-08-21,
Jerry Carroll       ,19/11/1995,2016-08-21,2016-08-21,
Karl Moore          ,19/11/1995,2016-08-21,2016-08-21,
Jonathan Saballos   ,28/11/1995,2016-08-21,2016-08-21,
Kimberly Monroe     ,30/11/1995,2016-08-21,2016-08-21,
Dawn Gandara        ,09/12/1995,2016-08-21,2016-08-21,
Dawn Douglas        ,10/12/1995,2016-08-21,2016-08-21,
Hulda Nogle         ,13/12/1995,2016-08-21,2016-08-21,
Joseph Hirneise     ,18/12/1995,2016-08-21,2016-08-21,
Errol Dietrick      ,11/01/1996,2016-08-21,2016-08-21,
Susan Hart          ,13/01/1996,2016-08-21,2016-08-21,
Denise Sullivan     ,14/11/1995,2016-08-21,2016-08-21,
Susan Miller        ,17/05/1996,2016-08-21,2016-08-21,
Sheila Fitzgerald   ,30/05/1996,2016-08-21,2016-08-21,
Kellie Florio       ,13/06/1997,2016-08-21,2016-08-21,
Donald Ortiz        ,22/05/1997,2016-08-21,2016-08-21,
Kayla Coggins       ,17/05/1997,2016-08-21,2016-08-21,
Lawrence Olsen      ,15/05/1997,2016-08-21,2016-08-21,
Francis Ward        ,15/05/1997,2016-08-21,2016-08-21,
Shirley Hatfield    ,12/05/1997,2016-08-21,2016-08-21,
Charles Crandall    ,12/05/1997,2016-08-21,2016-08-21,
Thomas Vanderwal    ,06/05/1997,2016-08-21,2016-08-21,
Josefina Armstrong  ,06/05/1997,2016-08-21,2016-08-21,
Brad Friedman       ,06/05/1997,2016-08-21,2016-08-21,
Phillis Mclain      ,05/05/1997,2016-08-21,2016-08-21,
Sandra Gavenda      ,24/04/1997,2016-08-21,2016-08-21,
Adrienne Raney      ,16/04/1997,2016-08-21,2016-08-21,
David Phillips      ,12/04/1997,2016-08-21,2016-08-21,
Jeanette Stupar     ,10/04/1997,2016-08-21,2016-08-21,
Deanne Fisher       ,08/04/1997,2016-08-21,2016-08-21,
Jeffrey Piro        ,07/04/1997,2016-08-21,2016-08-21,
Shirley Saucedo     ,02/04/1997,2016-08-21,2016-08-21,
Dean Jennings       ,30/03/1997,2016-08-21,2016-08-21,
Joan Gatewood       ,29/03/1997,2016-08-21,2016-08-21,
Kim Palmer          ,27/03/1997,2016-08-21,2016-08-21,
Robin Wilson        ,22/03/1997,2016-08-21,2016-08-21,
Lisa Gustavson      ,22/05/1997,2016-08-21,2016-08-21,
Ada Tejeda          ,24/05/1997,2016-08-21,2016-08-21,
Joseph Franklin     ,08/06/1997,2016-08-21,2016-08-21,
Lisa Macpartland    ,08/06/1997,2016-08-21,2016-08-21,
Ana Coleman         ,05/11/1997,2016-08-21,2016-08-21,
Carolyn Ave         ,29/10/1997,2016-08-21,2016-08-21,
Lisa Sing           ,23/10/1997,2016-08-21,2016-08-21,
Daniel Harris       ,07/10/1997,2016-08-21,2016-08-21,
Daniel Guzman       ,04/10/1997,2016-08-21,2016-08-21,
Christina Angell    ,27/09/1997,2016-08-21,2016-08-21,
Michael Hope        ,22/09/1997,2016-08-21,2016-08-21,
Alice Seidel        ,18/09/1997,2016-08-21,2016-08-21,
Melissa Cashman     ,16/09/1997,2016-08-21,2016-08-21,
Lucille Bell        ,07/09/1997,2016-08-21,2016-08-21,
Leslie Casey        ,07/03/1997,2016-08-21,2016-08-21,
Melody Whitlock     ,05/09/1997,2016-08-21,2016-08-21,
Mary Hill           ,19/08/1997,2016-08-21,2016-08-21,
Cheryl Burton       ,17/08/1997,2016-08-21,2016-08-21,
Raymond Shannon     ,06/08/1997,2016-08-21,2016-08-21,
Lucia Burkett       ,30/07/1997,2016-08-21,2016-08-21,
Thomas Harbert      ,21/07/1997,2016-08-21,2016-08-21,
Charles Betts       ,18/07/1997,2016-08-21,2016-08-21,
Russell Jordan      ,11/07/1997,2016-08-21,2016-08-21,
Teresa Bahlmann     ,09/07/1997,2016-08-21,2016-08-21,
Teresa Johnson      ,21/06/1997,2016-08-21,2016-08-21,
German Gallian      ,12/06/1997,2016-08-21,2016-08-21,
Donald Reddout      ,29/08/1997,2016-08-21,2016-08-21,
Carolyn Levins      ,06/03/1997,2016-08-21,2016-08-21,
Jack Hawkins        ,30/04/1997,2016-08-21,2016-08-21,
Eugene Velo         ,25/01/1997,2016-08-21,2016-08-21,
Michael Walden      ,03/09/1996,2016-08-21,2016-08-21,
Cynthia Allen       ,29/08/1996,2016-08-21,2016-08-21,
David Reid          ,27/08/1996,2016-08-21,2016-08-21,
Vivian Gibson       ,20/08/1996,2016-08-21,2016-08-21,
Dora Sims           ,15/08/1996,2016-08-21,2016-08-21,
Cassidy Williams    ,14/08/1996,2016-08-21,2016-08-21,
James Rainey        ,13/08/1996,2016-08-21,2016-08-21,
Dennis Sharp        ,11/08/1996,2016-08-21,2016-08-21,
Leroy Smith         ,09/08/1996,2016-08-21,2016-08-21,
Matthew Foster      ,04/08/1996,2016-08-21,2016-08-21,
Janet Greene        ,06/09/1996,2016-08-21,2016-08-21,
David Graves        ,03/02/1997,2016-08-21,2016-08-21,
Melanie Cooke       ,31/07/1996,2016-08-21,2016-08-21,
Myra Segura         ,28/07/1996,2016-08-21,2016-08-21,
Nellie Carney       ,19/07/1996,2016-08-21,2016-08-21,
Florine Kim         ,14/07/1996,2016-08-21,2016-08-21,
Cynthia Kennedy     ,09/07/1996,2016-08-21,2016-08-21,
Carl Uson           ,03/07/1996,2016-08-21,2016-08-21,
Justin Achenbach    ,29/06/1996,2016-08-21,2016-08-21,
Doris Wilson        ,28/06/1996,2016-08-21,2016-08-21,
Henry Brunson       ,21/06/1996,2016-08-21,2016-08-21,
Jason Villegas      ,08/06/1996,2016-08-21,2016-08-21,
Laura Murphy        ,02/08/1996,2016-08-21,2016-08-21,
Arthur Freund       ,07/09/1996,2016-08-21,2016-08-21,
Samantha Gramm      ,02/08/1996,2016-08-21,2016-08-21,
Joshua Braswell     ,29/09/1996,2016-08-21,2016-08-21,
Lisa Clark          ,22/09/1996,2016-08-21,2016-08-21,
Earl Weber          ,24/01/1997,2016-08-21,2016-08-21,
Lillian Mcnair      ,19/01/1997,2016-08-21,2016-08-21,
Michael Pitts       ,16/01/1997,2016-08-21,2016-08-21,
Homer Castro        ,10/01/1997,2016-08-21,2016-08-21,
Gerry Jenkins       ,06/01/1997,2016-08-21,2016-08-21,
William Bench       ,04/01/1997,2016-08-21,2016-08-21,
Jean Lotts          ,07/12/1996,2016-08-21,2016-08-21,
Dan Saunders        ,06/12/1996,2016-08-21,2016-08-21,
Suzanne Larson      ,02/12/1996,2016-08-21,2016-08-21,
Fred Massenburg     ,02/12/1996,2016-08-21,2016-08-21,
John Borden         ,27/11/1996,2016-08-21,2016-08-21,
Gary Arnold         ,30/12/1996,2016-08-21,2016-08-21,
Christine Victoria  ,26/11/1996,2016-08-21,2016-08-21,
Judy Livingston     ,10/11/1996,2016-08-21,2016-08-21,
Dalia Bonanno       ,10/11/1996,2016-08-21,2016-08-21,
Craig Burks         ,04/11/1996,2016-08-21,2016-08-21,
Goldie Allred       ,28/10/1996,2016-08-21,2016-08-21,
Fred Aderholt       ,25/10/1996,2016-08-21,2016-08-21,
Maria Prevost       ,20/10/1996,2016-08-21,2016-08-21,
Jane Burton         ,18/10/1996,2016-08-21,2016-08-21,
Nadine Rigney       ,08/10/1996,2016-08-21,2016-08-21,
Sanford Huffman     ,02/10/1996,2016-08-21,2016-08-21,
Leonard Poole       ,14/05/1997,2016-08-22,2016-08-22,
Jean Vayner         ,15/05/1997,2016-08-22,2016-08-22,
James Faulkner      ,23/05/1997,2016-08-22,2016-08-22,
Marisa Smiley       ,23/05/1997,2016-08-22,2016-08-22,
Ada Tejeda          ,24/05/1997,2016-08-22,2016-08-22,
Joseph Franklin     ,08/06/1997,2016-08-22,2016-08-22,
Polly Mujalli       ,28/05/1997,2016-08-22,2016-08-22,
Chester Garske      ,08/06/1997,2016-08-22,2016-08-22,
German Gallian      ,12/06/1997,2016-08-22,2016-08-22,
Kellie Florio       ,13/06/1997,2016-08-22,2016-08-22,
Charles Crandall    ,12/05/1997,2016-08-22,2016-08-22,
Eva Mulder          ,28/05/1997,2016-08-22,2016-08-22,
Loretta Massey      ,11/05/1997,2016-08-22,2016-08-22,
Shirley Saucedo     ,02/04/1997,2016-08-22,2016-08-22,
Phillis Mclain      ,05/05/1997,2016-08-22,2016-08-22,
Sandra Gavenda      ,24/04/1997,2016-08-22,2016-08-22,
Arlene Broadnax     ,23/04/1997,2016-08-22,2016-08-22,
Anthony Scavone     ,16/04/1997,2016-08-22,2016-08-22,
Adrienne Raney      ,16/04/1997,2016-08-22,2016-08-22,
Dwight Roland       ,12/04/1997,2016-08-22,2016-08-22,
Melissa Balser      ,11/04/1997,2016-08-22,2016-08-22,
Roger Williams      ,10/04/1997,2016-08-22,2016-08-22,
Beulah Lindsey      ,10/04/1997,2016-08-22,2016-08-22,
Thomas Mann         ,05/04/1997,2016-08-22,2016-08-22,
Dean Jennings       ,30/03/1997,2016-08-22,2016-08-22,
Nathaniel Malpass   ,02/07/1997,2016-08-22,2016-08-22,
Kim Palmer          ,27/03/1997,2016-08-22,2016-08-22,
Brad Friedman       ,06/05/1997,2016-08-22,2016-08-22,
Deborah Peralez     ,08/07/1997,2016-08-22,2016-08-22,
Simon Hendricks     ,23/09/1992,2016-08-22,2016-08-22,
Russell Jordan      ,11/07/1997,2016-08-22,2016-08-22,
Shanae Platt        ,24/03/1997,2016-08-22,2016-08-22,
Gary Mullis         ,27/11/1989,2016-08-22,2016-08-22,
John Sanos          ,02/06/1991,2016-08-22,2016-08-22,
Michael Pace        ,26/09/1991,2016-08-22,2016-08-22,
Lauryn George       ,17/10/1991,2016-08-22,2016-08-22,
Frances Bateman     ,06/05/1992,2016-08-22,2016-08-22,
Doris Ramirez       ,17/05/1992,2016-08-22,2016-08-22,
Louis Timchula      ,07/10/1997,2016-08-22,2016-08-22,
James Adams         ,16/06/1992,2016-08-22,2016-08-22,
Daniel Guzman       ,04/10/1997,2016-08-22,2016-08-22,
Christina Angell    ,27/09/1997,2016-08-22,2016-08-22,
Barry Lynn          ,24/09/1997,2016-08-22,2016-08-22,
Keith Sharp         ,23/09/1997,2016-08-22,2016-08-22,
Dominique Heuser    ,20/09/1997,2016-08-22,2016-08-22,
Alice Seidel        ,18/09/1997,2016-08-22,2016-08-22,
Melissa Cashman     ,16/09/1997,2016-08-22,2016-08-22,
Lucille Bell        ,07/09/1997,2016-08-22,2016-08-22,
Isreal Jones        ,05/09/1997,2016-08-22,2016-08-22,
Rosalba Vazquez     ,02/09/1997,2016-08-22,2016-08-22,
Heather Baxter      ,21/08/1997,2016-08-22,2016-08-22,
Mary Hill           ,19/08/1997,2016-08-22,2016-08-22,
Cheryl Burton       ,17/08/1997,2016-08-22,2016-08-22,
Raymond Shannon     ,06/08/1997,2016-08-22,2016-08-22,
Barbara Grams       ,03/08/1997,2016-08-22,2016-08-22,
Frank Figueroa      ,23/07/1997,2016-08-22,2016-08-22,
Morris Thompson     ,18/07/1997,2016-08-22,2016-08-22,
Esther Swain        ,12/07/1997,2016-08-22,2016-08-22,
Teresa Bahlmann     ,09/07/1997,2016-08-22,2016-08-22,
Mary Vanauker       ,24/03/1997,2016-08-22,2016-08-22,
Kristen Kellum      ,06/10/1997,2016-08-22,2016-08-22,
Jeffrey Peoples     ,19/03/1997,2016-08-22,2016-08-22,
John Gill           ,18/01/1996,2016-08-22,2016-08-22,
Maida Valdez        ,01/01/1996,2016-08-22,2016-08-22,
Daniel Laster       ,31/12/1995,2016-08-22,2016-08-22,
Dawn Gandara        ,09/12/1995,2016-08-22,2016-08-22,
Jonathan Saballos   ,28/11/1995,2016-08-22,2016-08-22,
Ollie Rogers        ,25/11/1995,2016-08-22,2016-08-22,
Eula Wright         ,20/11/1995,2016-08-22,2016-08-22,
Vicki Jacobs        ,14/11/1995,2016-08-22,2016-08-22,
Denise Sullivan     ,14/11/1995,2016-08-22,2016-08-22,
David Herring       ,07/11/1995,2016-08-22,2016-08-22,
Adam Berry          ,02/11/1995,2016-08-22,2016-08-22,
Jerry Fritz         ,19/10/1995,2016-08-22,2016-08-22,
Virginia Blackmon   ,15/10/1995,2016-08-22,2016-08-22,
Virginia Quarry     ,13/10/1995,2016-08-22,2016-08-22,
Thaddeus Diaz       ,09/10/1995,2016-08-22,2016-08-22,
Darlene Cunha       ,06/10/1995,2016-08-22,2016-08-22,
Cynthia Corbin      ,21/09/1995,2016-08-22,2016-08-22,
Kathleen Benzi      ,15/09/1995,2016-08-22,2016-08-22,
Coleen Boender      ,05/09/1995,2016-08-22,2016-08-22,
Monica Loureiro     ,24/08/1995,2016-08-22,2016-08-22,
Lynda Rost          ,21/08/1995,2016-08-22,2016-08-22,
Amy Challenger      ,16/08/1995,2016-08-22,2016-08-22,
Thomas Conlon       ,07/08/1995,2016-08-22,2016-08-22,
Frances Schiavone   ,26/01/1996,2016-08-22,2016-08-22,
Victor Ortiz        ,03/02/1996,2016-08-22,2016-08-22,
John Davis          ,05/02/1996,2016-08-22,2016-08-22,
Edgar Roth          ,19/02/1996,2016-08-22,2016-08-22,
Mary Murray         ,17/07/1996,2016-08-22,2016-08-22,
Florine Kim         ,14/07/1996,2016-08-22,2016-08-22,
Henry Brunson       ,21/06/1996,2016-08-22,2016-08-22,
Christopher Neri    ,10/06/1996,2016-08-22,2016-08-22,
Clayton Hudson      ,04/06/1996,2016-08-22,2016-08-22,
Kimberly Fletcher   ,23/05/1996,2016-08-22,2016-08-22,
Roger Ballance      ,16/05/1996,2016-08-22,2016-08-22,
Cynthia Dominquez   ,16/05/1996,2016-08-22,2016-08-22,
Betty Young         ,15/05/1996,2016-08-22,2016-08-22,
George Walters      ,04/05/1996,2016-08-22,2016-08-22,
Holly Walker        ,25/04/1996,2016-08-22,2016-08-22,
Margaret Magallanes ,07/08/1995,2016-08-22,2016-08-22,
Joan Robinson       ,22/04/1996,2016-08-22,2016-08-22,
James Smith         ,10/04/1996,2016-08-22,2016-08-22,
Angelo Kessler      ,05/04/1996,2016-08-22,2016-08-22,
Robert Tweed        ,29/03/1996,2016-08-22,2016-08-22,
Herman Briggs       ,29/03/1996,2016-08-22,2016-08-22,
Susan Brown         ,23/03/1996,2016-08-22,2016-08-22,
Jack Hawkins        ,23/03/1996,2016-08-22,2016-08-22,
David Clouston      ,19/03/1996,2016-08-22,2016-08-22,
Cynthia Barrier     ,10/03/1996,2016-08-22,2016-08-22,
Haley Fundora       ,02/03/1996,2016-08-22,2016-08-22,
Blanch Graven       ,26/02/1996,2016-08-22,2016-08-22,
Samantha Vazquez    ,19/02/1996,2016-08-22,2016-08-22,
Sharleen Johnson    ,17/04/1996,2016-08-22,2016-08-22,
Cheryl Harris       ,30/07/1996,2016-08-22,2016-08-22,
Ralph Brisson       ,26/07/1995,2016-08-22,2016-08-22,
Robert Haine        ,14/07/1995,2016-08-22,2016-08-22,
Marylin Hughes      ,10/08/1994,2016-08-22,2016-08-22,
Marina Ryan         ,06/08/1994,2016-08-22,2016-08-22,
Anthony Rambo       ,02/08/1994,2016-08-22,2016-08-22,
David Gismondi      ,21/07/1994,2016-08-22,2016-08-22,
Debbie Mcneil       ,12/07/1994,2016-08-22,2016-08-22,
Domingo Banks       ,12/06/1994,2016-08-22,2016-08-22,
Nick Cropsey        ,04/05/1994,2016-08-22,2016-08-22,
Maria Troutman      ,25/04/1994,2016-08-22,2016-08-22,
Angelica Ruiz       ,04/04/1994,2016-08-22,2016-08-22,
John Bona           ,22/03/1994,2016-08-22,2016-08-22,
Jeffrey Lamb        ,14/01/1994,2016-08-22,2016-08-22,
Marion Marceau      ,20/11/1993,2016-08-22,2016-08-22,
Georgia Stabler     ,18/09/1993,2016-08-22,2016-08-22,
Phyllis Howlett     ,06/09/1993,2016-08-22,2016-08-22,
Nellie Jaynes       ,02/08/1993,2016-08-22,2016-08-22,
John Velis          ,17/06/1993,2016-08-22,2016-08-22,
Patricia Whitley    ,08/06/1993,2016-08-22,2016-08-22,
Geraldine Arreola   ,27/05/1993,2016-08-22,2016-08-22,
Dale Kirkwood       ,22/05/1993,2016-08-22,2016-08-22,
Joseph Higgins      ,09/05/1993,2016-08-22,2016-08-22,
Michael Mcbride     ,26/04/1993,2016-08-22,2016-08-22,
William Rasmussen   ,17/03/1993,2016-08-22,2016-08-22,
Darrell Wilson      ,19/01/1993,2016-08-22,2016-08-22,
Janice Mcnatt       ,28/08/1994,2016-08-22,2016-08-22,
Emelda Clay         ,29/08/1994,2016-08-22,2016-08-22,
Roberta Shelley     ,01/09/1994,2016-08-22,2016-08-22,
Matthew Ford        ,05/11/1994,2016-08-22,2016-08-22,
Deborah Rosenfeld   ,14/07/1995,2016-08-22,2016-08-22,
Patrick Kerley      ,13/07/1995,2016-08-22,2016-08-22,
Adrienne Ruck       ,13/07/1995,2016-08-22,2016-08-22,
Michael Heilman     ,09/07/1995,2016-08-22,2016-08-22,
Brenda Miller       ,03/07/1995,2016-08-22,2016-08-22,
Lillie Sikes        ,27/06/1995,2016-08-22,2016-08-22,
Michael Schmidtke   ,23/06/1995,2016-08-22,2016-08-22,
Walter Chesnutt     ,24/05/1995,2016-08-22,2016-08-22,
Byron Wafford       ,21/05/1995,2016-08-22,2016-08-22,
Robert Murray       ,21/04/1995,2016-08-22,2016-08-22,
Nathaniel Irving    ,18/04/1995,2016-08-22,2016-08-22,
Douglas Medina      ,19/07/1995,2016-08-22,2016-08-22,
Luz Connelly        ,26/03/1995,2016-08-22,2016-08-22,
Phyllis Romero      ,24/03/1995,2016-08-22,2016-08-22,
Nannie Monson       ,13/03/1995,2016-08-22,2016-08-22,
Samuel Zubiate      ,09/03/1995,2016-08-22,2016-08-22,
Virginia Smith      ,02/02/1995,2016-08-22,2016-08-22,
Daniel Reed         ,22/01/1995,2016-08-22,2016-08-22,
Judith Wyatt        ,16/01/1995,2016-08-22,2016-08-22,
Brenda Mathis       ,15/01/1995,2016-08-22,2016-08-22,
Henry Wilcox        ,28/12/1994,2016-08-22,2016-08-22,
Barbara Mchale      ,19/12/1994,2016-08-22,2016-08-22,
Dong Brett          ,17/11/1994,2016-08-22,2016-08-22,
Effie Garcia        ,14/11/1994,2016-08-22,2016-08-22,
David Schaefer      ,26/03/1995,2016-08-22,2016-08-22,
Thomas Kim          ,19/03/1997,2016-08-22,2016-08-22,
Maria Mcswain       ,16/03/1997,2016-08-22,2016-08-22,
Rogelio Garrett     ,16/09/1996,2016-08-22,2016-08-22,
Evalyn Kenney       ,14/11/1996,2016-08-22,2016-08-22,
Martha Fitzpatrick  ,04/11/1996,2016-08-22,2016-08-22,
Tracy Strope        ,03/11/1996,2016-08-22,2016-08-22,
Jamie Abbott        ,11/10/1996,2016-08-22,2016-08-22,
Sanford Huffman     ,02/10/1996,2016-08-22,2016-08-22,
Justin Godoy        ,30/09/1996,2016-08-22,2016-08-22,
Matthew Stamour     ,24/09/1996,2016-08-22,2016-08-22,
Evelyn Bonita       ,23/09/1996,2016-08-22,2016-08-22,
Lisa Clark          ,22/09/1996,2016-08-22,2016-08-22,
Mathilde Galligan   ,11/09/1996,2016-08-22,2016-08-22,
Keith Hayward       ,09/09/1996,2016-08-22,2016-08-22,
Janet Greene        ,06/09/1996,2016-08-22,2016-08-22,
Michael Walden      ,03/09/1996,2016-08-22,2016-08-22,
Maude Faulkner      ,02/09/1996,2016-08-22,2016-08-22,
Ruth Vise           ,01/09/1996,2016-08-22,2016-08-22,
Sammy Fox           ,31/08/1996,2016-08-22,2016-08-22,
Leroy Gennaro       ,30/08/1996,2016-08-22,2016-08-22,
Lucia Davis         ,22/08/1996,2016-08-22,2016-08-22,
Tasia Capehart      ,17/08/1996,2016-08-22,2016-08-22,
Dora Sims           ,15/08/1996,2016-08-22,2016-08-22,
Cassidy Williams    ,14/08/1996,2016-08-22,2016-08-22,
Joelle Grimaud      ,03/08/1996,2016-08-22,2016-08-22,
Melanie Cooke       ,31/07/1996,2016-08-22,2016-08-22,
Susan Medina        ,17/11/1996,2016-08-22,2016-08-22,
James Jensen        ,20/11/1996,2016-08-22,2016-08-22,
Juan Chandler       ,22/10/1996,2016-08-22,2016-08-22,
Christine Victoria  ,26/11/1996,2016-08-22,2016-08-22,
Carolyn Schimmel    ,19/03/1997,2016-08-22,2016-08-22,
Stacy Judd          ,02/06/1992,2016-08-22,2016-08-22,
Katrina Beasley     ,06/03/1997,2016-08-22,2016-08-22,
Shirley Walter      ,04/03/1997,2016-08-22,2016-08-22,
Lewis Rustrian      ,25/02/1997,2016-08-22,2016-08-22,
Theresa Flannery    ,23/02/1997,2016-08-22,2016-08-22,
Yvonne Knowles      ,03/02/1997,2016-08-22,2016-08-22,
David Graves        ,03/02/1997,2016-08-22,2016-08-22,
James Albers        ,25/11/1996,2016-08-22,2016-08-22,
Eugene Velo         ,25/01/1997,2016-08-22,2016-08-22,
Thomas Cuccia       ,24/01/1997,2016-08-22,2016-08-22,
Earl Weber          ,24/01/1997,2016-08-22,2016-08-22,
Linda Vasquez       ,28/01/1997,2016-08-22,2016-08-22,
Steven Lee          ,14/01/1997,2016-08-22,2016-08-22,
Fred Massenburg     ,02/12/1996,2016-08-22,2016-08-22,
Jeanine Jones       ,16/01/1997,2016-08-22,2016-08-22,
Joshua Penttila     ,08/12/1996,2016-08-22,2016-08-22,
Patrick Meehan      ,22/12/1996,2016-08-22,2016-08-22,
Ivan Sundby         ,23/12/1996,2016-08-22,2016-08-22,
Suzanne Larson      ,02/12/1996,2016-08-22,2016-08-22,
Mario Heilmann      ,30/12/1996,2016-08-22,2016-08-22,
William Bench       ,04/01/1997,2016-08-22,2016-08-22,
Homer Castro        ,10/01/1997,2016-08-22,2016-08-22,
